技能id,技能类型,被动id,受控不触发,数据,检测条件,描述
11085224,4,runskill,0,"{""runskill"":[""11085223""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：每次普攻增加自己8%暴击。
11086214,4,runskill,0,"{""runskill"":[""11086213""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：每次普攻增加自己11.2%破甲。
11086224,4,runskill,0,"{""runskill"":[""11086223""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：每次普攻增加自己11%暴击。
11086314,4,runskill,0,"{""runskill"":[""11086313""]}","{""when"":""hpchange"",""hpproless"":500}",被动技能：自身生命低于50%，提升自己攻击60%，持续3回合。（只触发一次）
12013114,4,runskill,0,"{""runskill"":[""12013113""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻有20%几率使目标冰冻，持续1回合。
12024114,4,runskill,0,"{""runskill"":[""12024113""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻有100%几率使目标燃烧，每回合造成10%攻击伤害，直至敌方英雄死亡。
12024214,4,runskill,0,"{""runskill"":[""12024213""]}","{""when"":""byatk"",""side"":""-2""}",被动技能：受到攻击时100%几率使目标燃烧，每回合造成10%攻击伤害，直至敌方英雄死亡。
12025114,4,runskill,0,"{""runskill"":[""12025113""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻有100%几率使目标燃烧，每回合造成17.5%攻击伤害，直至敌方英雄死亡。
12025214,4,runskill,0,"{""runskill"":[""12025213""]}","{""when"":""byatk"",""side"":""-2""}",被动技能：受到攻击时100%几率使目标燃烧，每回合造成14%攻击伤害，直至敌方英雄死亡。
12026114,4,runskill,0,"{""runskill"":[""12026113""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻有100%几率使目标燃烧，每回合造成20%攻击伤害，直至敌方英雄死亡。
12026214,4,runskill,0,"{""runskill"":[""12026213""]}","{""when"":""byatk"",""side"":""-2""}",被动技能：受到攻击时100%几率使目标燃烧，每回合造成16%攻击伤害，直至敌方英雄死亡。
12026314,4,runskill,0,"{""runskill"":[""12026313""]}","{""when"":""realdead"",""side"":""-2""}",被动技能：英雄死亡可使所有敌人燃烧，每回合造成27%攻击伤害，直至敌方英雄死亡。
12035114,4,runskill,0,"{""runskill"":[""12035113""]}","{""when"":""realdead"",""side"":""0""}",被动技能：我方英雄死亡，增加自己16%破甲
12035124,4,runskill,0,"{""runskill"":[""12035123""]}","{""when"":""realdead"",""side"":""0""}",被动技能：我方英雄死亡，增加自己10%攻击
12035124,4,runskill,0,"{""runskill"":[""12036123""]}","{""when"":""realdead"",""side"":""0""}",被动技能：我方英雄死亡，增加自己10%攻击
12036114,4,runskill,0,"{""runskill"":[""12036113""]}","{""when"":""realdead"",""side"":""0""}",被动技能：我方英雄死亡，增加自己20%破甲
12036124,4,runskill,0,"{""runskill"":[""12036123""]}","{""when"":""realdead"",""side"":""0""}",被动技能：我方英雄死亡，增加自己20%攻击
12036314,4,runskill,0,"{""runskill"":[""12036313""]}","{""when"":""realdead"",""side"":""-2""}",被动技能：英雄死亡可使敌方全体受到75%攻击伤害。
13034214,4,runskill,0,"{""runskill"":[""13034213""]}","{""when"":""hpchange"",""hpproless"":300}",被动技能：自身生命低于30%，提升自己攻击50%，持续3回合。（只能触发一次）
13035214,4,runskill,0,"{""runskill"":[""13035213""]}","{""when"":""hpchange"",""hpproless"":300}",被动技能：自身生命低于30%，提升自己攻击65%，持续3回合。（只能触发一次）
13036214,4,runskill,0,"{""runskill"":[""13036213""]}","{""when"":""hpchange"",""hpproless"":300}",被动技能：自身生命低于30%，提升自己攻击85%，持续3回合。（只能触发一次）
13036314,4,runskill,0,"{""runskill"":[""13036313""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻有100%几率使随机1名友军恢复90%攻击等量生命。
13045114,4,changeskill,1,"{""runskill"":[""13045112""]}",{},被动技能：普通攻击变为攻击前排敌人，效果为85%，并减少目标10%格挡3回合。
13045314,4,runskill,0,"{""runskill"":[""13045313""]}","{""when"":""hpchange"",""hpproless"":500}",被动技能：自身生命低于50%，提升自己攻击60%，持续3回合。（只触发一次）
13046114,4,changeskill,1,"{""runskill"":[""13046112""]}",{},被动技能：普通攻击变为攻击前排敌人，效果为95%，并减少目标15%格挡3回合。
13046314,4,runskill,0,"{""runskill"":[""13046313""]}","{""when"":""hpchange"",""hpproless"":500}",被动技能：自身生命低于50%，提升自己攻击80%，持续3回合。（只触发一次）
14013114,4,runskill,0,"{""runskill"":[""14013113""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻有25%几率使目标冰冻，持续1回合。
14024214,4,runskill,0,"{""runskill"":[""14024213""]}","{""when"":""realdead"",""side"":""1""}",被动技能：敌方死亡提升自己暴击15%.
14025214,4,runskill,0,"{""runskill"":[""14025213""]}","{""when"":""realdead"",""side"":""1""}",被动技能：敌方死亡提升自己暴击20%.
14026214,4,runskill,0,"{""runskill"":[""14026213""]}","{""when"":""realdead"",""side"":""1""}",被动技能：敌方死亡提升自己暴击25%.
14026314,4,runskill,0,"{""runskill"":[""14026313""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：每次普攻增加自己21%暴击伤害
14035214,4,changeskill,1,"{""runskill"":[""14035212""]}",{},被动技能：普通攻击变成攻击敌方生命最少的英雄，效果为105%，并减少目标10%护甲
14036214,4,changeskill,1,"{""runskill"":[""14036212""]}",{},被动技能：普通攻击变成攻击敌方生命最少的英雄，效果为110%，并减少目标15%护甲
14036314,4,runskill,0,"{""runskill"":[""14036313""]}","{""when"":""hpchange"",""hpproless"":800}",被动技能：自身生命低于80%，提升自己破甲30%（只触发一次）
14036324,4,runskill,0,"{""runskill"":[""14036323""]}","{""when"":""hpchange"",""hpproless"":800}",被动技能：自身生命低于80%，持续回复自己300%攻击等量生命5回合（只触发一次）
14045114,4,addafterskill,1,"{""runskill"":[""14045113""]}",{},被动技能：对中毒目标伤害增加10%
14046114,4,addafterskill,1,"{""runskill"":[""14046113""]}",{},被动技能：对中毒目标伤害增加15%
1404a114,4,addafterskill,1,"{""runskill"":[""1404a113""]}",{},被动技能：对中毒目标伤害增加20%
14045214,4,runskill,0,"{""runskill"":[""14045213""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻有100%概率使目标中毒，每回合持续赵成40%攻击伤害，持续6回合。
14046214,4,runskill,0,"{""runskill"":[""14046213""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻有100%概率使目标中毒，每回合持续赵成50%攻击伤害，持续6回合。
1404a214,4,runskill,0,"{""runskill"":[""1404a213""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻有100%概率使目标中毒，每回合持续赵成60%攻击伤害，持续6回合。
14045314,4,runskill,0,"{""runskill"":[""14045313""]}","{""when"":""hpchange"",""hpproless"":600}",被动技能：当生命低于50%时，使随机2名后排敌人中毒，每回合造成100%攻击伤害，持续4回合。（只触发一次）
14046314,4,runskill,0,"{""runskill"":[""14046313""]}","{""when"":""hpchange"",""hpproless"":600}",被动技能：当生命低于50%时，使随机2名后排敌人中毒，每回合造成150%攻击伤害，持续4回合。（只触发一次）
1404a314,4,runskill,0,"{""runskill"":[""1404a313""]}","{""when"":""hpchange"",""hpproless"":600}",被动技能：当生命低于50%时，使随机2名后排敌人中毒，每回合造成200%攻击伤害，持续4回合。（只触发一次）
15014114,4,extbuff,1,"{""atkpro"":150}","{""when"":""roleinit"",""pos"":0}",被动技能：英雄上阵位置处于后排增加自身15%攻击。
41013124,4,extbuff,1,"{""hppro"":125}","{""when"":""roleinit"",""pos"":1}",被动技能：英雄上阵位置处于前排增加12.5%生命。
15015114,4,extbuff,1,"{""atkpro"":250}","{""when"":""roleinit"",""pos"":0}",被动技能：英雄上阵位置处于后排增加自身25%攻击。
15014124,4,extbuff,1,"{""hppro"":150}","{""when"":""roleinit"",""pos"":1}",被动技能：英雄上阵位置处于前排增加15%生命。
15024214,4,addafterskill,1,"{""runskill"":[""15024213""]}",{},被动技能：对战士伤害增加25%.
15025214,4,addafterskill,1,"{""runskill"":[""15025213""]}",{},被动技能：对战士伤害增加35%.
15035114,4,runskill,0,"{""runskill"":[""15035113""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻有40%几率使目标眩晕，持续1回合。
15035214,4,addafterskill,1,"{""runskill"":[""15035213""]}",{},被动技能：对眩晕的目标，增加56%的额外伤害
15036114,4,runskill,0,"{""runskill"":[""15036113""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻有50%几率使目标眩晕，持续1回合。
15036214,4,addafterskill,1,"{""runskill"":[""15036213""]}",{},被动技能：对眩晕的目标，增加75%的额外伤害
21034214,4,runskill,0,"{""runskill"":[""21034213""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻有20%几率使目标禁魔，持续2回合
21035214,4,runskill,0,"{""runskill"":[""21035213""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻有30%几率使目标禁魔，持续2回合。
21036214,4,runskill,0,"{""runskill"":[""21036213""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻有45%几率使目标禁魔，持续2回合。
21036314,4,runskill,0,"{""runskill"":[""21036313""]}","{""when"":""hpchange"",""hpproless"":500}",被动技能：自身生命低于50%，提高自己伤减率24%，持续4回合。（只触发一次）
21045214,4,fanji,1,"{""randnum"":1000,""pro"":1000}","{""when"":""bybaoji""}",被动技能：受到暴击有100%几率发动一次反击，造成100%的攻击伤害。
21046214,4,fanji,1,"{""randnum"":1000,""pro"":1200}","{""when"":""bybaoji""}",被动技能：受到暴击有100%几率发动一次反击，造成120%的攻击伤害。
21046314,4,runskill,0,"{""runskill"":[""21046313""]}","{""when"":""hpchange"",""hpproless"":500}",被动技能：自身生命低于50%，提升友军护甲60%，持续3回合（只触发一次）
22034214,4,runskill,0,"{""runskill"":[""22034213""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻有15%几率使目标冰冻，持续1回合。
22035214,4,runskill,0,"{""runskill"":[""22035213""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻有25%几率使目标冰冻，持续1回合。
22036214,4,runskill,0,"{""runskill"":[""22036213""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻有25%几率使目标冰冻，持续1回合。
22036314,4,runskill,0,"{""runskill"":[""22036313""]}","{""when"":""realdead"",""side"":""-2""}",被动技能：英雄死亡有10%几率使所有敌人冰冻，持续2回合。
22045214,4,runskill,0,"{""runskill"":[""22045213""]}","{""when"":""realdead"",""side"":""-2""}",被动技能：英雄死亡后，20%的机率使敌方后排目标眩晕，持续2回合。
22046214,4,runskill,0,"{""runskill"":[""22046213""]}","{""when"":""realdead"",""side"":""-2""}",被动技能：英雄死亡后，28%的机率使敌方后排目标眩晕，持续2回合。
22046314,4,runskill,0,"{""runskill"":[""22046313""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻有27%几率使目标眩晕，持续2回合。
22055114,4,runskill,0,"{""runskill"":[""22055113""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻时降低目标5%攻击，持续3回合
22055314,4,runskill,0,"{""runskill"":[""22055313""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻有30%几率降低目标10%暴击，持续2回合。
22055324,4,runskill,0,"{""runskill"":[""22055323""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻提升自己20%攻击，持续2回合。
22056114,4,runskill,0,"{""runskill"":[""22056113""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻时降低目标8%攻击，持续3回合
22056314,4,runskill,0,"{""runskill"":[""22056313""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻有80%几率降低目标10%暴击，持续3回合。
22056324,4,runskill,0,"{""runskill"":[""22056323""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻时提升自己20%攻击，持续3回合。
23023214,4,runskill,0,"{""runskill"":[""23023213""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻时降低目标5%攻击，持续3回合
23035114,4,runskill,0,"{""runskill"":[""23035113""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻有100%几率对目标造成30%额外伤害。
23035124,4,runskill,0,"{""runskill"":[""23035123""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻有100%持续恢复随机1名友军25%攻击等量生命，持续3回合。
23035314,4,runskill,1,"{""runskill"":[""23035313""]}","{""when"":""hpchange"",""hpproless"":500}",被动技能：当自身生命低于30%时，回复己方全体60%攻击等量生命。（只触发一次）
23036114,4,runskill,0,"{""runskill"":[""23036113""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻有100%几率对目标造成40%额外伤害。
23036124,4,runskill,0,"{""runskill"":[""23036123""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻有100%几率持续恢复随机1名友军35%攻击等量生命，持续3回合。
23036314,4,runskill,1,"{""runskill"":[""23036313""]}","{""when"":""hpchange"",""hpproless"":500}",被动技能：当自身生命低于30%时，回复己方全体95%攻击等量生命。（只触发一次）
24013114,4,runskill,0,"{""runskill"":[""24013113""]}","{""when"":""hpchange"",""hpproless"":300}",被动技能：自身生命低于30%，提升自己破甲64%，持续3回合。（只触发一次）
24025214,4,runskill,0,"{""runskill"":[""24025213""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻有50%几率使目标流血，每回合造成40%攻击伤害，持续2回合。
24026214,4,runskill,0,"{""runskill"":[""24026213""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻有50%几率使目标流血，每回合造成60%攻击伤害，持续2回合。
24026314,4,runskill,0,"{""runskill"":[""24026313""]}","{""when"":""gedang"",""side"":""-2""}",被动技能：格挡成功，提升自己攻击12%，持续3回合。
24035114,4,runskill,0,"{""runskill"":[""24035113""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻有50%几率使目标流血，每回合造成50%攻击伤害，持续2回合。
24036114,4,runskill,0,"{""runskill"":[""24036113""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻有70%几率使目标流血，每回合造成60%攻击伤害，持续2回合。
24036314,4,changeskill,1,"{""runskill"":[""24036312""]}",{},被动技能：普通攻击变成攻击敌方生命最少的英雄，并偷取目标10%攻击3回合
25044114,4,runskill,0,"{""runskill"":[""25044113""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻时降低目标5%攻击，持续3回合
25045114,4,runskill,0,"{""runskill"":[""25045113""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻时降低目标9%攻击，持续3回合
25054114,4,extbuff,1,"{""gedangpro"":150}","{""when"":""roleinit"",""pos"":0}",被动技能：英雄上阵位置处于后排增加自身15%格挡。
25054124,4,extbuff,1,"{""hppro"":150}","{""when"":""roleinit"",""pos"":1}",被动技能：英雄上阵位置处于前排增加15%生命。
25055114,4,extbuff,1,"{""gedangpro"":200}","{""when"":""roleinit"",""pos"":0}",被动技能：英雄上阵位置处于后排增加自身20%格挡。
25055124,4,extbuff,1,"{""hppro"":200}","{""when"":""roleinit"",""pos"":1}",被动技能：英雄上阵位置处于处于前排增加20%生命。
25065214,4,runskill,0,"{""runskill"":[""25065213""]}","{""when"":""byatk"",""side"":""-2""}",被动技能：受到攻击时降低攻击者4%攻击，持续3回合。
25065224,4,runskill,0,"{""runskill"":[""25065223""]}","{""when"":""byatk"",""side"":""-2""}",被动技能：受到攻击时增加自己4%攻击，持续3回合。
25065314,4,addafterskill,1,"{""runskill"":[""25065313""]}",{},被动技能：对冰冻的目标，增加37.5%的额外伤害
25066214,4,runskill,0,"{""runskill"":[""25066213""]}","{""when"":""byatk"",""side"":""-2""}",被动技能：受到攻击时降低攻击者7%攻击，持续3回合。
25066224,4,runskill,0,"{""runskill"":[""25066223""]}","{""when"":""byatk"",""side"":""-2""}",被动技能：受到攻击时增加自己7%攻击，持续3回合。
25066314,4,addafterskill,1,"{""runskill"":[""25066313""]}",{},被动技能：对冰冻的目标，增加60%的额外伤害
25075214,4,runskill,0,"{""runskill"":[""25075213""]}","{""when"":""gedang"",""side"":""-2""}",被动技能：每次格挡回复自身120%攻击等量生命
25075314,4,changeskill,1,"{""runskill"":[""25075312""]}",{},被动技能：普通攻击变为攻击随机1名敌人，同时减少目标10%精准2回合
25076214,4,runskill,0,"{""runskill"":[""25076213""]}","{""when"":""gedang"",""side"":""-2""}",被动技能：每次格挡回复自身160%攻击等量生命
25076314,4,changeskill,1,"{""runskill"":[""25076312""]}",{},被动技能：普通攻击变为攻击前排敌人，效果为85%，同时减少目标15%精准2回合
31033114,4,fanji,1,"{""randnum"":300,""pro"":670}","{""when"":""byatk""}",被动技能：受到攻击时30%几率发动一次反击，造成67%的攻击伤害。
31054214,4,runskill,0,"{""runskill"":[""31054213""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻有100%几率降低目标技能伤害率15%，持续3回合。
31054224,4,runskill,0,"{""runskill"":[""31054223""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻有100%几率提升自己技能伤害率15%，持续3回合。
31055214,4,runskill,0,"{""runskill"":[""31055213""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻有100%几率降低目标技能伤害率25%，持续3回合。
31055224,4,runskill,0,"{""runskill"":[""31055223""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻有100%几率提升自己技能伤害率15%，持续3回合。
31064214,4,runskill,0,"{""runskill"":[""31064213""]}","{""when"":""byatk"",""side"":""-2""}",被动技能：受到攻击提高自己21.9%技能伤害率，持续2回合。
31065214,4,runskill,0,"{""runskill"":[""31065213""]}","{""when"":""byatk"",""side"":""-2""}",被动技能：受到攻击提高自己35%技能伤害率，持续2回合。
31075114,4,runskill,0,"{""runskill"":[""31075113""]}","{""when"":""byatk"",""side"":""-2""}",被动技能：受到攻击降低攻击者9%暴击，持续3回合。
31075314,4,runskill,0,"{""runskill"":[""31075313""]}","{""when"":""hpchange"",""hpproless"":300}",被动技能：自身生命低于30%，提升自己护甲60%，持续3回合。（只触发一次）
31076114,4,runskill,0,"{""runskill"":[""31076113""]}","{""when"":""byatk"",""side"":""-2""}",被动技能：受到攻击降低攻击者15%暴击，持续3回合。
31076314,4,runskill,0,"{""runskill"":[""31076313""]}","{""when"":""hpchange"",""hpproless"":300}",被动技能：自身生命低于30%，提升自己护甲100%，持续3回合。（只触发一次）
31085214,4,fanji,1,"{""randnum"":1000,""pro"":1500}","{""when"":""bybaoji""}",被动技能：受到暴击有100%几率发动一次反击，造成150%的攻击伤害。
31086214,4,fanji,1,"{""randnum"":1000,""pro"":2400}","{""when"":""bybaoji""}",被动技能：受到暴击有100%几率发动一次反击，造成240%的攻击伤害。
31086314,4,runskill,0,"{""runskill"":[""31086313""]}","{""when"":""hpchange"",""hpproless"":750}",被动技能：自身生命低于50%，提升自己减伤35%，持续3回合。（只触发一次）
32034114,4,runskill,0,"{""runskill"":[""32034113""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：每次普攻增加自己10%攻击。
32035114,4,runskill,0,"{""runskill"":[""32035113""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：每次普攻增加自己10%攻击。
32035214,4,addafterskill,1,"{""runskill"":[""32035213""]}",{},被动技能：对燃烧的目标，增加25%的额外伤害
32036214,4,addafterskill,1,"{""runskill"":[""32036213""]}",{},被动技能：对燃烧的目标，增加35%的额外伤害
32036314,4,runskill,0,"{""runskill"":[""32036313""]}","{""when"":""realdead"",""side"":""-2""}",被动效果：英雄死亡释放逐日之力，使得全体地方每回合受到68%伤害，持续3回合
32044114,4,runskill,0,"{""runskill"":[""32044113""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻时使目标降低14%攻击。
32044124,4,runskill,0,"{""runskill"":[""32044123""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻时使自己增加14%攻击。
32045114,4,runskill,0,"{""runskill"":[""32045113""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻时使目标降低18%攻击。
32045124,4,runskill,0,"{""runskill"":[""32045123""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻时使自己增加18%攻击。
32045214,4,addafterskill,1,"{""runskill"":[""32045213""]}",{},被动技能：对刺客增加20%的额外伤害。
32046114,4,runskill,0,"{""runskill"":[""32046113""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻时使目标降低18%攻击。
32046124,4,runskill,0,"{""runskill"":[""32046123""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻时使自己增加18%攻击。
32046214,4,addafterskill,1,"{""runskill"":[""32046213""]}",{},被动技能：对刺客增加30%的额外伤害。
32046314,4,runskill,0,"{""runskill"":[""32046313""]}","{""when"":""hpchange"",""hpproless"":500}",被动技能：自身生命低于50%，提升自己暴击10%，持续3回合。（只触发一次）
32055114,4,runskill,0,"{""runskill"":[""32055113""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻有70%几率使目标中毒，每回合造成65%攻击伤害，持续2回合。
32055214,4,runskill,0,"{""runskill"":[""32055213""]}","{""when"":""realdead"",""side"":""-2""}",被动技能：英雄死亡可使敌方全体中毒，每回合造成55%攻击伤害，持续3回合。
32056114,4,runskill,0,"{""runskill"":[""32056113""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻有80%几率使目标中毒，每回合造成70%攻击伤害，持续2回合。
32056214,4,runskill,0,"{""runskill"":[""32056213""]}","{""when"":""realdead"",""side"":""-2""}",被动技能：英雄死亡可使敌方全体中毒，每回合造成63%攻击伤害，持续3回合。
32056314,4,runskill,0,"{""runskill"":[""32056313""]}","{""when"":""byatk"",""side"":""-2""}",被动技能：受到攻击时60%几率使目标中毒，每回合造成54%攻击伤害，持续3回合。
33024114,4,runskill,0,"{""runskill"":[""33024113""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻有50%几率使血量最少的友军恢复50%攻击等量生命。
33024214,4,runskill,0,"{""runskill"":[""33024213""]}","{""when"":""byatk"",""side"":""-2""}",被动技能：受到攻击时100%几率使自己恢复35%攻击等量生命。
33025114,4,runskill,0,"{""runskill"":[""33025113""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻有50%几率使血量最少的友军恢复90%攻击等量生命。
33025214,4,runskill,0,"{""runskill"":[""33025213""]}","{""when"":""byatk"",""side"":""-2""}",被动技能：受到攻击时100%几率使自己恢复45%攻击等量生命。
33026114,4,runskill,0,"{""runskill"":[""33026113""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻有50%几率使血量最少的友军恢复110%攻击等量生命。
33026214,4,runskill,0,"{""runskill"":[""33026213""]}","{""when"":""byatk"",""side"":""-2""}",被动技能：受到攻击时100%几率使自己恢复50%攻击等量生命。
34025214,4,runskill,0,"{""runskill"":[""34025213""]}","{""when"":""realdead"",""side"":""1""}",被动技能：敌方英雄死亡，增加自己15%攻击。
34026214,4,runskill,0,"{""runskill"":[""34026213""]}","{""when"":""realdead"",""side"":""1""}",被动技能：敌方英雄死亡，增加自己20%攻击。
34026314,4,changeskill,1,"{""runskill"":[""34026312""]}",{},被动技能：普通攻击变成攻击敌方生命最少的英雄，效果为110%.
35023214,4,runskill,0,"{""runskill"":[""35023213""]}","{""when"":""byatk"",""side"":""-2""}",被动技能：受到攻击时30%几率使目标燃烧，每回合造成20%攻击伤害，持续2回合。
35035114,4,runskill,0,"{""runskill"":[""35035113""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：每次普攻增加自己10%暴击，持续3回合
35035124,4,runskill,0,"{""runskill"":[""35035123""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：每次普攻降低目标10%暴击，持续3回合
35035134,4,runskill,0,"{""runskill"":[""35035133""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：每次普攻有30%几率增加自己15%暴击伤害，持续2回合
35035314,4,fanji,1,"{""randnum"":350,""pro"":710}","{""when"":""byatk""}",被动技能：受到攻击时35%几率发动一次反击，造成71%的攻击伤害。
35036114,4,runskill,0,"{""runskill"":[""35036113""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：每次普攻增加自己15%暴击，持续4回合
35036124,4,runskill,0,"{""runskill"":[""35036123""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：每次普攻降低目标15%暴击，持续4回合
35036134,4,runskill,0,"{""runskill"":[""35036133""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：每次普攻有40%几率增加自己22%暴击伤害，持续2回合
35036314,4,fanji,1,"{""randnum"":1000,""pro"":800}","{""when"":""byatk""}",被动技能：受到攻击时100%几率发动一次反击造成80%的攻击伤害。
35045214,4,runskill,0,"{""runskill"":[""35045213""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻有35%几率使目标燃烧，每回合造成80%攻击伤害，持续2回合。
35046214,4,runskill,0,"{""runskill"":[""35046213""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻有55%几率使目标燃烧，每回造成90%攻击伤害，持续2回合。
35046314,4,runskill,0,"{""runskill"":[""35046313""]}","{""when"":""byatk"",""side"":""-2""}",被动技能：受到攻击时80%几率使目标燃烧，每回合造成80%攻击伤害，持续1回合。
41013114,4,extbuff,1,"{""baojipro"":250}","{""when"":""roleinit"",""pos"":0}",被动技能：英雄上阵位置处于后排增加自身25%暴击。
15015124,4,extbuff,1,"{""hppro"":250}","{""when"":""roleinit"",""pos"":1}",被动技能：英雄上阵位置处于前排增加25%生命。
41023114,4,runskill,0,"{""runskill"":[""41023113""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：普攻有50%几率使目标流血，每回合造成24%攻击伤害，持续2回合。
41034114,4,runskill,0,"{""runskill"":[""41034113""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：每次普攻增加自己10%暴击。
41035114,4,runskill,0,"{""runskill"":[""41035113""]}","{""when"":""doatk"",""atktype"":""normalskill"",""side"":""-2""}",被动技能：每次普攻增加自己10%暴击。
41044114,4,extbuff,1,"{""baojipro"":300,""hpdrop"":100}","{""when"":""roleinit"",""pos"":0}",被动技能：英雄上阵位置处于后排增加自身30%暴击，但会减少10%生命。
